X,Y,ID,FSGName,TonsPerWeek,TYPE1,TYPE2,TYPE3,Address,Town,County,Zip,Phone,Website,Facebook,Active
463922.628541496,123306.781449964,956,GRANDVIEW ASSOCIATES,0.18,Food Establishment,Grocery,Specialty foods,3 GRANDVIEW TER,RUTLAND,RUTLAND,05701,,,,1
461353.744587565,123021.111832459,957,PARAMOUNT THEATRE,8.925,Food Establishment,Restaurant,,30 CENTER STREET,RUTLAND,RUTLAND,05701,,,,1
460884.787514573,122901.615580889,958,BELLOMOS MARKET,0.18,Food Establishment,Convenience Store,,31 FOREST ST,RUTLAND,RUTLAND,05701,8027751632,,https://www.facebook.com/pages/Bellomos-Market/100515663341902,1
461941.699556961,122773.319968942,959,YANKEE ONE DOLLAR STORE,0.72,Food Establishment,Grocery,,314 S MAIN ST,RUTLAND,RUTLAND,05701,,http://www.dollarstore.com/,,1
462062.142990381,121228.289840162,960,HANNAFORD SUPERMARKET & PH ARMACY #8306,0.05,Food Establishment,Grocery,,315 SOUTH MAIN ST,RUTLAND,RUTLAND,05701,2078853321,,,1
462062.142990381,121228.289840162,961,NINETY-NINE RESTAURANT/PUBS,2.1,Food Establishment,Restaurant,,315 SOUTH MAIN ST,RUTLAND,RUTLAND,05701,8007759288,,,1
461872.196628241,123329.236611249,963,VILLAGE PIZZA DELIGHT,0.26,Food Establishment,Restaurant,,33 N MAIN ST,RUTLAND,RUTLAND,05701,,,,1
461579.475320206,122964.262643386,964,AMERICAN LEGION POST 31,2.1,Food Establishment,Private Club,,33 WASHINGTON ST,RUTLAND,RUTLAND,05701,8027739777,,,1
461563.328831739,122964.35516197,965,GRACE HOUSE,0.0735,Nursing/Assisted Living,Residential Facility,,35 WASHINGTON STREET,RUTLAND,RUTLAND,05701,(802) 775-3476,,,1
462445.096319884,120392.856636579,966,SUBWAY,0.05,Food Establishment,Caterer,,350 DIAMOND RUN MALL,RUTLAND,RUTLAND,05701,(802) 773-3324,,,1
463560.761199747,125053.074809637,967,SHORT STOP,0.055,Food Establishment,Caterer,,351 ROUTE 4 E,RUTLAND,RUTLAND,05701,(802) 747-0294,,,1
461497.658625022,122775.8543335,968,PALMS RESTAURANT,2.1,Food Establishment,Restaurant,,36 STRONGS AVE,RUTLAND,RUTLAND,05701,8027476100,http://www.palmsvermont.com/,https://www.facebook.com/thepalmsrestaurant,1
462236.549434376,120649.565608703,969,DENNYS RESTAURANT #2365,2.3625,Food Establishment,Restaurant,,361 S MAIN ST,RUTLAND,RUTLAND,05403,8027753333,,,1
461370.146924161,123065.459124845,970,SOMETHING SWEET,0.18,Food Establishment,Grocery,Specialty foods,37 CENTER STREET,RUTLAND,RUTLAND,05701,,,,1
459891.901378255,122929.700752914,971,WEST STREET CORNER STORE,0.18,Food Establishment,Convenience Store,,379 WEST ST,RUTLAND,RUTLAND,05701,8027730066,,,1
462649.104149417,123669.287661826,972,PRICE CHOPPER #131,0.72,Food Establishment,Grocery,,38 RUTLAND SHOPPING PLAZA,RUTLAND,RUTLAND,05701,5183569421,http://www.pricechopper.com/,,1
461451.005887941,123087.214746639,973,WALES ST DELI,0.05,Food Establishment,Caterer,,38 WALES STREET,RUTLAND,RUTLAND,05701,,,,1
463308.014734077,124587.815194792,974,MENDON COUNTRY STORE,0.18,Food Establishment,Grocery,,39 US ROUTE 4 E,RUTLAND,RUTLAND,05701,,http://www.vaics.org/stores?store=27,,1
459962.888432449,121296.038996219,975,TRAVELING BISTRO,0.26,Food Establishment,Restaurant,,40 CAMPBELL ROAD,RUTLAND,RUTLAND,05701,,,,1
461708.203200171,122885.75335711,978,ELKS BPO RUTLAND LODGE #345,1.3125,Food Establishment,Private Club,,44-46 PLEASANT ST,RUTLAND,RUTLAND,05701,8027736266,,,1
462155.162725046,120538.920150295,979,TACO BELL #26367,0.63,Food Establishment,Restaurant,,45 FARRELL RD,RUTLAND,RUTLAND,05701,2319415052,,,1
461577.884186449,122686.51076546,980,MUCKENSCHNABEL'S,0.2625,Food Establishment,Bar,Bars/Pubs,45 MADISON ST,RUTLAND,RUTLAND,05701,8027739997,,https://www.facebook.com/pages/Muckenschnabels/111738718863021,1
462516.790653139,120214.689850524,982,THE DRAUGHT ROOM ,0.26,Food Establishment,Restaurant,,46 DIAMOND RUN PL UNIT 100,RUTLAND,RUTLAND,05701,8027862009,,,1
460063.954853457,123350.872115644,984,NOEL'S SPECIALTY FOODS,0.05,Food Manufacturer,Caterer,,228 S MAIN ST,RUTLAND,RUTLAND,05701,8027734628,https://www.noelscatering.com/,,1
461695.737329892,123530.230302512,985,RUTLAND HEALTHCARE AND REHABILITATION CENTER,0.64575,Nursing/Assisted Living,Residential Facility,,46 NICHOLS STREET,RUTLAND,RUTLAND,05701,,,,1
462066.199392725,120517.201590821,986,HAMPTON INN - RUTLAND,0.357,Food Establishment,Lodging,,47 FARRELL RD,RUTLAND,RUTLAND,05701,8027739066,,,1
462180.655011487,123627.471750511,987,ORIENTASTE HIBACHI,0.05,Food Establishment,Restaurant,,47  Woodstock  AVE,RUTLAND,RUTLAND,05701,8027756688,http://www.thelmalouisedeli.com,http://www.facebook.com/pages/Thelma-Louise-Deli-and-Sub-Shop/113867808643973,1
462065.759851398,120439.431354741,988,HOLIDAY INN,8.715,Food Establishment,Lodging,,476 HOLIDAY DR,RUTLAND,RUTLAND,05701,8027733361,,,1
461402.247594288,123031.942955734,989,KONG CHOW RESTAURANT,0.26,Food Establishment,Restaurant,,48 CENTER ST,RUTLAND,RUTLAND,05701,,,,1
461402.247594288,123031.942955734,990,NEW KONG CHOW FUSION,0.714,Food Establishment,Restaurant,,48 CENTER ST,RUTLAND,RUTLAND,05701,8027731388,,,1
461942.266948507,122873.310641717,991,OUR HOUSE AT PARK TERRACE,0.063,Nursing/Assisted Living,Residential Facility,,48 SOUTH MAIN STREET,RUTLAND,RUTLAND,05701,,,,1
461409.297919143,122854.135259995,992,CARA MIA PIZZERIA,0.05,Food Establishment,Caterer,,50 STRONGS AVE,RUTLAND,RUTLAND,05701,8024832566,,https://www.facebook.com/pages/Cara-Mias/115842618435905,1
464721.366530665,126280.122930369,993,BEST WESTERN INN & SUITES,0.05,Food Establishment,Caterer,,5 BEST WESTERN PL,RUTLAND,RUTLAND,05701,8027733200,,,1
461425.955877176,122942.922984513,994,ROOTS THE RESTAURANT,0.441,Food Establishment,Restaurant,,55 WASHINGTON ST ,RUTLAND,RUTLAND,05701,8023496167,http://rootsrutland.com/,https://www.facebook.com/rootsrutland,1
461674.822098589,124108.09349126,995,CHECKMATE,0.26,Food Establishment,Restaurant,,52 CRESCENT ST,RUTLAND,RUTLAND,05701,,,,1
461561.800699951,122697.713356444,996,WAFFLE HAUS,0.13,Food Establishment,Bakery,,54 STRONGS AVE,RUTLAND,RUTLAND,05701,,,,1
462331.77826742,120349.050099746,998,GROUND ROUND GRILL & BAR,2.205,Food Establishment,Restaurant,,559 US ROUTE 7 SOUTH,RUTLAND,RUTLAND,05701,8027732828,http://www.ponderosasteakhouses.com/ponderosa/,,1
461193.631139617,123255.355910654,999,RUTLAND RESTAURANT,0.9975,Food Establishment,Restaurant,,55-57 MERCHANTS ROW,RUTLAND,RUTLAND,05701,8027757447,,,1
461434.540250678,123031.757179742,1000,CENTER STREET SALOON,0.18375,Food Establishment,Bar,Bars/Pubs,58 CENTER ST,RUTLAND,RUTLAND,05701,8027476107,,https://www.facebook.com/Centerstreetsaloon,1
460713.620796371,122624.854645217,1001,LORETTO HOME,0.29925,Nursing/Assisted Living,Residential Facility,,59 MEADOW STREET,RUTLAND,RUTLAND,05701,,,,1
461228.620844076,123721.792777423,1002,RUTLAND INTERMEDIATE SCHOOL,0.221555,Food Establishment,School,,63 LIBRARY AVE,RUTLAND,RUTLAND,05701,6034370200,,,1
461228.620844076,123721.792777423,1003,RUTLAND JUNIOR HIGH SCHOOL,0.05355,School,School,,65-67 LIBRARY AVE,RUTLAND,RUTLAND,05701,(802) 773-1960,,,1
461666.058588771,122574.901894014,1004,GILLS DELICATESSEN,0.252,Food Establishment,Restaurant,,68 STRONGS AVE,RUTLAND,RUTLAND,05701,8027737414,http://gillsdeli.com/,https://www.facebook.com/pages/Gills-Delicatessen/356839566491,1
462552.120156715,122203.252833142,1005,OUR HOUSE TOO RESIDENTIAL CARE HOME,0.06825,Nursing/Assisted Living,Residential Facility,,69 ALLEN STREET,RUTLAND,RUTLAND,05701,,,,1
461892.311893639,122606.943929276,1006,7 ROYCE STREET,0.0315,Nursing/Assisted Living,Residential Facility,,7 ROYCE STREET,RUTLAND,RUTLAND,05701,(802) 773-1495,,,1
461861.566482145,128551.226967326,1007,HATHAWAY FARM,0.05,Food Establishment,Caterer,,741 PROSPECT HILL ROAD,RUTLAND,RUTLAND,05701,,,,1
461434.156923156,122965.096710143,1008,RUTLAND AREA FOOD COOPERATIVE,0.72,Food Establishment,Grocery,,77 WALES ST,RUTLAND,RUTLAND,05701,,http://rutlandcoop.com/,,1
461434.156923156,122965.096710143,1009,RUTLAND NATURAL FOOD MARKET,0.72,Food Establishment,Grocery,,77 WALES ST,RUTLAND,RUTLAND,05701,(802) 773-0737,,,1
462141.580054098,120994.522832746,1010,WESTMINSTER CRACKER CO INC,,Food Manufacturer,Bakery,Bread/related products,8 RANDBURY RD,RUTLAND,RUTLAND,05701,(802) 7738-888,,,1
460432.22249167,122826.497061141,1011,EAST CREEK CATERING,0.05,Food Establishment,Caterer,,80 BELDEN ROAD,RUTLAND,RUTLAND,05701,,,,1
460332.657355652,123738.143974263,1012,NORTHWEST PRIMARY SCHOOL,0.153115,Food Establishment,School,,80 PIERPOINT AVE,RUTLAND,RUTLAND,05701,6034370200,,,1
462305.116017701,119915.895045189,1013,K-MART #3981,0.26,Food Establishment,Restaurant,,825 ROUTE 7 S,RUTLAND,RUTLAND,05701,(802) 775-4429,,,1
462305.116017701,119915.895045189,1014,SBARROS AT DIAMOND RUN,0.05,Food Establishment,Caterer,,825 ROUTE 7 S,RUTLAND,RUTLAND,05701,(802) 773-5069,,,1
462288.899791486,119904.875747483,1015,DOLLAR TREE,0.72,Food Establishment,Grocery,,828 US ROUTE 7 S,RUTLAND,RUTLAND,05701,,,,1
460801.746142306,125268.632138645,1016,ANTIQUE MANSION B&B,0.063,Food Establishment,B&B,,85 FIELD AVE,RUTLAND,RUTLAND,05701,8028558372,,,1
461722.13076351,122496.808645925,1017,THREE D'S CAFE,0.26,Food Establishment,Restaurant,,86 STRONGS AVENUE,RUTLAND,RUTLAND,05701,,,,1
461121.554783822,123355.7675061,1018,CASS' PUB,0.13,Food Establishment,Restaurant,Bars/Pubs,87 STATE STREET,RUTLAND,RUTLAND,05701,,,,1
461121.554783822,123355.7675061,1019,GREEN MOUNTAIN FRESH,0.504,Food Establishment,Restaurant,,87 STATE STREET,RUTLAND,RUTLAND,05702,,,,1
460566.689357838,123725.653028683,1020,RUTLAND DISCOUNT FOOD & LIQUIDATION,0.72,Food Establishment,Convenience Store,,88 CLEVELAND AVE,RUTLAND,RUTLAND,05701,8027736001,,http://www.facebook.com/DiscountFoodOfRutland,1
462719.331335033,121780.126179453,1022,MOUNTAIN VIEW CENTER,0.8295,Nursing/Assisted Living,Residential Facility,,9 HAYWOOD AVENUE,RUTLAND,RUTLAND,05701,(802) 775-0007,,,1
461097.336454485,123355.907961336,1023,TEDS PIZZA SHOP,0.3465,Food Establishment,Restaurant,,91 STATE ST,RUTLAND,RUTLAND,05701,8027736368,http://www.tedspizzavt.com/,http://www.facebook.com/pages/Teds-Pizza-Shop/106524954025,1
461089.263678025,123355.954799186,1024,MAXIES DELI,0.13,Food Establishment,Restaurant,Deli,93 STATE ST,RUTLAND,RUTLAND,05701,8027752007,,https://www.facebook.com/pages/Maxies-Tubs-Mini-Subs/111982875522907,1
461762.246456411,122452.138120633,1025,QUS BREAKFAST AND BURGERS,0.252,Food Establishment,Restaurant,,96 STRONGS AVENUE,RUTLAND,RUTLAND,05701,,,,1
461048.835261978,123345.07904946,1026,BURNHAM HOLLOW BAKERY & CATERING COMPANY,0.21,Food Establishment,Restaurant,,97 STATE STREET,RUTLAND,RUTLAND,05777,,,,1
461257.059004639,123055.001030475,1027,COFFEE EXCHANGE,0.8925,Food Establishment,Restaurant,,98 MERCHANTS ROW,RUTLAND,RUTLAND,05701,,,https://www.facebook.com/pages/Coffee-Exchange/116506708374208,1
462761.616422991,122124.313781029,1028,PINES AT RUTLAND CENTER FOR NURSING AND REHABILITATION,0.65625,Nursing/Assisted Living,Residential Facility,,99 ALLEN STREET,RUTLAND,RUTLAND,05701,(802) 775-2331,,,1
462500.823761979,120248.110158591,1029,NEW ORIENTASTE,0.05,Food Establishment,Caterer,,DIAMOND RUN MALL,RUTLAND,RUTLAND,05701,(802) 773-0622,,,1
459051.192944292,122757.013268218,1030,MAC'S,0.18,Food Establishment,Convenience Store,,151 US ROUTE 4 BUSINESS,RUTLAND,RUTLAND,05701,8027739603,,,1
462025.602217795,121906.231457685,1032,ROXIES,0.189,Food Establishment,Restaurant,,175 S MAIN ST,RUTLAND,RUTLAND,05735,8024682261,,,1
463254.084586189,122110.487761996,1033,CAFETERIA RUTLAND REGIONAL MEDICAL CTR,2.373,Food Establishment,Hospital,,160 ALLEN ST,RUTLAND,RUTLAND,05701,8027757111,,,1
461361.177685701,122909.964537981,1034,HAJISANS HOT DOGS,0.05,Food Establishment,Caterer,,STRONGS AVENUE,RUTLAND,RUTLAND,05701,,,,1
460625.56651371,125502.985506385,1035,STEWARTS BREAD & BUTTER 194,0.18,Food Establishment,Grocery,,GROVE ST,RUTLAND CITY,RUTLAND,05701,(802) 775-7948,http://www.stewartsshops.com/,,1
461681.00012648,122363.718321284,1036,HOWE COFFEE SHOP/FRANKLIN CONFERENCE CTR,2.8875,Food Establishment,Restaurant,,1 SCALE AVE,RUTLAND,RUTLAND,05701,8027750045,,,1
461681.00012648,122363.718321284,1037,ROD'S ROLLS,0.13,Food Establishment,Bakery,,1 SCALE AVE BLDG 11,RUTLAND,RUTLAND,05701,8027752496,,,1
461681.00012648,122363.718321284,1038,WESTMINSTER CRACKER COMPANY,0.13,Food Establishment,Bakery,,1 SCALE AVE BLDG 11,RUTLAND,RUTLAND,05701,8027738888,,,1
461201.318367379,123188.648704947,1040,CLEM AND COMPANY,0.26,Food Establishment,Restaurant,,101-103 MERCHANTS ROW,RUTLAND CITY,RUTLAND,05701,(802) 747-3340,,,1
461457.674341414,122842.746637794,1041,BABA-A-LOUIS BAKERY,0.13,Food Establishment,Bakery,,107 WALES ST,RUTLAND CITY,RUTLAND,05763,(802) 775-3220,,,1
456396.003465025,121684.916813457,1042,STEWARTS SHOP #194,0.18,Food Establishment,Convenience Store,,81 STATE ST,RUTLAND,RUTLAND,05777,8027757948,http://www.stewartsshops.com/,,1
462028.054891013,122339.523893437,1043,MIDWAY THRIFTI,0.05,Food Establishment,,,118 S MAIN ST,RUTLAND,RUTLAND,05701,8027757628,,,1
461459.078985135,123087.168346335,1044,SAINTS N SINNERS IRISH PUB,0.13,Food Establishment,Restaurant,Bars/Pubs,"42 WALES ST, # 12",RUTLAND CITY,RUTLAND,05701,(802) 353-2689,,,1
461019.838200468,123911.881263969,1046,SHORT STOP,0.18,Food Establishment,Grocery,,129 GROVE ST,RUTLAND CITY,RUTLAND,05701,(802) 747-0294,,,1
461088.038829393,123144.863222603,1047,STRANGEFELLOWS PUB,0.13,Food Establishment,Bar,Bars/Pubs,13 EVELYN ST,RUTLAND,RUTLAND,05701,8028558911,,,1
461976.891081748,123284.200400395,1048,DELLVENERI'S BAKERY,0.13,Food Establishment,Bakery,,14 TERRILL ST,RUTLAND,RUTLAND,05701,8027754022,,,1
461684.481462255,124385.799848182,1049,MAC'S CONVENIENCE STORE,0.18,Food Establishment,Convenience Store,,145 N MAIN ST,RUTLAND,RUTLAND,05701,8027754174,,,1
460669.283807364,123325.07350515,1050,WASHBUCKLERS,0.252,Food Establishment,Restaurant,,147 STATE ST,RUTLAND,RUTLAND,05701,8027759898,,,1
460943.759578468,123323.469288386,1051,OUT OF BOUNDS SPORTS BAR & NIGHTCLUB,0.13,Food Establishment,Restaurant,Bars/Pubs,148 STATE ST,RUTLAND CITY,RUTLAND,05701,(802) 773-7979,,,1
462067.105567111,122105.984143242,1053,TEN PIN LOUNGE,1.05,Food Establishment,Bar,Bars/Pubs,158 SOUTH MAIN ST,RUTLAND,RUTLAND,05701,,,,1
462002.259662714,122061.909455876,1054,NO 1 CHINESE RESTAURANT,0.168,Food Establishment,Restaurant,,159 SOUTH MAIN ST,RUTLAND,RUTLAND,05701,8027759955,,,1
461372.270210412,122032.176072977,1055,GRANGER STREET MARKET & DELI,0.18,Food Establishment,Convenience Store,,172 GRANGER ST,RUTLAND,RUTLAND,05701,8027739898,,,1
463096.326717876,124255.66412638,1056,STEWART'S SHOP #196,0.18,Food Establishment,Convenience Store,,194 WOODSTOCK AVE,RUTLAND,RUTLAND,05701,8027476962,,,1
460975.081052417,123156.630052142,1057,OFFICE BAR & GRILL,0.13,Food Establishment,Restaurant,Bars/Pubs,197 WEST ST,RUTLAND CITY,RUTLAND,05701,(802) 775-6708,,,1
461305.241420245,123010.281059148,1058,SIDE LINES,0.13,Food Establishment,Restaurant,Bars/Pubs,2 CENTER ST,RUTLAND CITY,RUTLAND,05701,(802) 773-4300,,,1
462137.704937913,121738.941689713,1059,SIRLOIN SALOON,0.26,Food Establishment,Restaurant,,200 S MAIN ST,RUTLAND CITY,RUTLAND,05701,(802) 773-7900,,,1
461631.160635182,124941.628381414,1060,SALTWATER COWBOY,0.18,Food Establishment,Grocery,,209 N MAIN ST,RUTLAND CITY,RUTLAND,05701,(802) 773-6060,,,1
461833.476792268,123618.328473794,1061,DALY EXPRESS,0.18,Food Establishment,Grocery,,215 N MAIN ST,RUTLAND CITY,RUTLAND,05701,(802) 775-7901,,,1
461329.717241596,123054.581678566,1062,COMMON LOAF BAKERY,0.13,Food Establishment,Bakery,,23 CENTER ST,RUTLAND CITY,RUTLAND,05701,(802) 775-9800,,,1
462071.223126693,121406.004963262,1063,MAC'S CONVENIENCE STORE,0.18,Food Establishment,Convenience Store,,239 S MAIN ST,RUTLAND,RUTLAND,05701,8027757707,,,1
462041.536817975,123294.944605527,1064,"YELLOW SUBMARINE & DELI, THE",0.13,Food Establishment,Restaurant,Deli,24 TERRILL ST,RUTLAND CITY,RUTLAND,05701,(802) 747-4800,,,1
461451.197474821,123120.544986916,1065,TABLE 24,1.05,Food Establishment,Restaurant,,24 WALES ST,RUTLAND,RUTLAND,05701,,,,1
462159.422866487,121294.402958085,1066,SOUTH MAIN EXXON,0.18,Food Establishment,Grocery,,258 S MAIN ST,RUTLAND CITY,RUTLAND,05701,(802) 775-3661,,,1
461394.110475088,123020.879345241,1067,HIDE-A-WAY TAVERN,0.105,Food Establishment,Restaurant,Deli,44 CENTER ST,RUTLAND,RUTLAND,05701,8027764156,,,1
462649.22792704,123691.507839988,1068,DOUBLE DRAGON BUFFET,0.26,Food Establishment,Restaurant,,26 RUTLAND SHOPPING PLZ,RUTLAND CITY,RUTLAND,05701,(802) 775-4717,,,1
461537.052127793,125419.918508999,1069,NEW SHANGHAI AND TOKYO RESTAURANT,0.525,Food Establishment,Restaurant,,271 NORTH MAIN ST,RUTLAND,RUTLAND,05701,8027868088,,,1
461283.331042043,123410.38379874,1070,YOUNGLA NAM,0.05,Food Establishment,Home-based Business,,28 COTTAGE ST,RUTLAND,RUTLAND,05701,8027702226,,,1
460190.019920494,122827.930320809,1071,SENIOR NUTRITION PROGRAM,0.1875,Food Establishment,Caterer,,30 BELDEN RD,RUTLAND CITY,RUTLAND,05701,(802) 775-0133,,,1
461451.133612409,123109.434906629,1072,TWO SHEAS,0.18375,Food Establishment,Bar,Bars/Pubs,34 WALES ST,RUTLAND,RUTLAND,05701,8027732411,,,1
462657.17653685,123669.24269949,1073,AFC SUSHI @ PRICE CHOPPER #131,0.05,Food Establishment,Caterer,,38 RUTLAND SHOPPING PLAZA,RUTLAND,RUTLAND,05701,8027477880,,,1
461451.005887941,123087.214746639,1074,EMMA TS SUB EXPRESS,0.13,Food Establishment,Restaurant,Deli,38 WALES ST,RUTLAND CITY,RUTLAND,05701,,,,1
459819.175125164,122919.025595057,1075,THE VILLAGE SNACK BAR,0.525,Food Establishment,Restaurant,,389 West  ST,RUTLAND,RUTLAND,05736,8027752717,,,1
459366.127280049,122766.208370654,1076,WEST STREET SMART SHOP,0.18,Food Establishment,Convenience Store,,446 WEST ST,RUTLAND,RUTLAND,05702,8027755534,,,1
461180.736728296,125210.873710626,1077,TINKS TASTEES,0.05,Food Establishment,Caterer,,46 FIELD AV,RUTLAND CITY,RUTLAND,05701,,,,1
460063.954853457,123350.872115644,1078,NEW ENGLAND SMOKED SEAFOOD,0.05,Food Establishment,Caterer,,46 HAZEL ST,RUTLAND CITY,RUTLAND,05701,(802) 773-4628,,,1
461904.614070362,123351.273256763,1079,PARK SMART SHOP,0.18,Food Establishment,Grocery,,5 N MAIN ST,RUTLAND CITY,RUTLAND,05702,(802) 773-3971,,,1
460319.063162663,122804.944674906,1080,FRATERNAL ORDER OF EAGLES,0.05,Food Establishment,Private Club,,50 BELDEN RD,RUTLAND CITY,RUTLAND,05701,(802) 773-6366,,,1
460924.442122707,122779.16943993,1081,JUPITER RISING WHOLESALE BAKING,0.13,Food Establishment,Bakery,,50 CHERRY ST,RUTLAND CITY,RUTLAND,05701,(802) 773-6461,,,1
462329.787787827,122871.122854008,1083,JOHNS PLACE,0.05,Food Establishment,Caterer,,54 KILLINGTON AV,RUTLAND CITY,RUTLAND,05701,(802) 773-0714,,,1
461569.810607862,122686.557019688,1084,BIG LENNY'S INSIDE JOB,0.13,Food Establishment,Restaurant,Bars/Pubs,56 STRONGS AVE,RUTLAND,RUTLAND,05701,8022361775,,,1
464628.85160585,125569.542813644,1085,BEER KING,,Food Manufacturer,Alcohol Manufacturer,Brewer,57 CRESCENT ST,RUTLAND CITY,RUTLAND,05701,(802) 7733-350,,,1
461225.344585863,123155.178384672,1086,SANDWICH SHOPPE,0.13125,Food Establishment,Restaurant,Deli,62 MERCHANTS ROW,RUTLAND,RUTLAND,05701,8027732580,,,1
459444.444046496,122365.757119912,1087,COLLEGE OF ST JOSEPH DINING HALL,0.17741,Food Establishment,College/University,,71 CLEMENT RD,RUTLAND,RUTLAND,05701,8027765220,,,1
463112.592338883,124277.795477501,1088,STAFFORD TECHNICAL CENTER,0.42,Food Establishment,Restaurant,,8 STRATTON RD,RUTLAND,RUTLAND,05701,8027731990,,,1
460432.22249167,122826.497061141,1089,PRESTIGE SERVICES,0.1875,Food Establishment,Caterer,,80 BELDEN RD,RUTLAND CITY,RUTLAND,05701,(802) 775-7759,,,1
461722.13076351,122496.808645925,1090,3 DS,0.231,Food Establishment,Restaurant,Bars/Pubs,86 STRONGS AV,RUTLAND CITY,RUTLAND,05702,(802) 773-0046,,,1
462455.864530852,123759.250392366,1091,CIRCLE K #7403,0.18,Food Establishment,Convenience Store,,86 WOODSTOCK AVE,RUTLAND,RUTLAND,05701,,,,1
460566.689357838,123725.653028683,1092,DISCOUNT FOOD OF RUTLAND,0.05,Food Establishment,Caterer,,88 CLEVELAND AV,RUTLAND CITY,RUTLAND,05701,(802) 773-6001,,,1
461240.976939266,123066.204406228,1093,JAVA NEWS,0.26,Food Establishment,Restaurant,,88 MERCHANTS ROW,RUTLAND CITY,RUTLAND,05701,(802) 775-6225,,,1
462480.578740318,123847.995565593,1094,BOBS SHELL,0.18,Food Establishment,Grocery,,93 WOODSTOCK AV,RUTLAND CITY,RUTLAND,05701,(802) 775-2413,,,1
461762.246456411,122452.138120633,1095,TASTEE BAKERY,0.13,Food Establishment,Bakery,,96 STRONGS AV,RUTLAND CITY,RUTLAND,05701,(802) 773-7494,,,1
461048.835261978,123345.07904946,1096,COVIELLOS PIZZA EXPRESS,0.05,Food Establishment,Caterer,,97 STATE ST,RUTLAND CITY,RUTLAND,05701,(802) 779-6295,,,1
461848.926373204,123496.02563167,1097,MALL MOBIL MART,0.18,Food Establishment,Grocery,,WOODSTOCK AV,RUTLAND CITY,RUTLAND,05702,(802) 775-9902,,,1
471481.727079827,110638.117155231,1098,VERMONT CABIN CUPBOARD,,Food Manufacturer,Meat/Poultry/Seafood,,1206 RUSSELLVILLE RD,SHREWSBURY,RUTLAND,05738,(802) 4923-677,,,1
471470.495628844,111804.721442899,1099,CRISANVER HOUSE,0.315,Food Establishment,Lodging,,1434 CROWN POINT RD,SHREWSBURY,RUTLAND,05738,8024923589,,,1
473550.625724884,114329.320314917,1100,SHREWSBURY COOPERATIVE AT PIERCE'S STORE,0.18,Food Establishment,Grocery,,2658 NORTHAM ROAD,SHREWSBURY,RUTLAND,05738,(802) 492-3326,http://www.piercesstorevt.com/,http://www.facebook.com/pages/Pierces-Store/175430505815172,1
473550.625724884,114329.320314917,1101,PIERCES STORE,0.042,Food Establishment,Bakery,,2658 NORTHAM RD,SHREWSBURY,RUTLAND,05738,8024923326,,,1
